FilePath,FolderTarget,OriginalFileName,UploadFileName,SoVanBan,NamBanHanh,NgayBanHanh,NgayHetHieuLuc,NguoiKy,TrangThai,MucDoBaoMat,TrichYeu,VanBanThayThe,VanBanLienQuan,Tags,NhomTaiLieu,LoaiVanBanPhapLy,LoaiTaiLieu,ChuDeNghiepVu,DonViPhatHanh,DonViSoHuu,NguonMetadata,MetadataConfidence,HasEditableSource,EditableSourceUrl,PrimaryPdfUrl,NeedReview,DuplicateRole,ResolveNote
data/[22] TTĐH - Trung tâm Điều hành/03. Tổ chức – Nhân sự/294.2025.QĐ-HCNS-Miễn nhiệm vị trí tổ phó kiêm ca trưởng.20-05-2025.pdf,[22] Trung Tâm Điều Hành,294.2025.QĐ-HCNS-Miễn nhiệm vị trí tổ phó kiêm ca trưởng.20-05-2025.pdf,294.2025.QĐ-HCNS-Miễn nhiệm vị trí tổ phó kiêm ca trưởng.20-05-2025.pdf,294,2025,2025-05-20,,,Hiệu lực,,Miễn nhiệm vị trí tổ phó kiêm ca trưởng,,,,Tổ chức – Nhân sự,Quyết định,,Miễn nhiệm vị trí tổ phó kiêm ca trưởng,HCNS,[22] TTĐH - Trung tâm Điều hành,ParsedFromFolder,High,,,,,,
"data/[22] TTĐH - Trung tâm Điều hành/03. Tổ chức – Nhân sự/40.2024.QyĐ-HLB-Quy định về sơ đồ tổ chức, chức năng-nhiệm vụ của Trung Tâm Điều Hành.02-01-2024.pdf",[22] Trung Tâm Điều Hành,"40.2024.QyĐ-HLB-Quy định về sơ đồ tổ chức, chức năng-nhiệm vụ của Trung Tâm Điều Hành.02-01-2024.pdf","40.2024.QyĐ-HLB-Quy định về sơ đồ tổ chức, chức năng-nhiệm vụ của Trung Tâm Điều Hành.02-01-2024.pdf",40,2024,2024-01-02,,,Hiệu lực,,"Quy định về sơ đồ tổ chức, chức năng-nhiệm vụ của Trung Tâm Điều Hành",,,,Tổ chức – Nhân sự,Khác,Quy định,"về sơ đồ tổ chức, chức năng-nhiệm vụ của Trung Tâm Điều Hành",HLB,[22] TTĐH - Trung tâm Điều hành,ParsedFromFolder,High,,,,,,
data/[22] TTĐH - Trung tâm Điều hành/03. Tổ chức – Nhân sự/412.2026.QĐ-HCNS-Điều chuyển nhân sự.24-04-2026.pdf,[22] Trung Tâm Điều Hành,412.2026.QĐ-HCNS-Điều chuyển nhân sự.24-04-2026.pdf,412.2026.QĐ-HCNS-Điều chuyển nhân sự.24-04-2026.pdf,412,2026,2026-04-24,,,Hiệu lực,,Điều chuyển nhân sự,,,,Tổ chức – Nhân sự,Quyết định,,Điều chuyển nhân sự,HCNS,[22] TTĐH - Trung tâm Điều hành,ParsedFromFolder,High,,,,,,
data/[22] TTĐH - Trung tâm Điều hành/03. Tổ chức – Nhân sự/529.2025.QĐ-HCNS-Miễn nhiệm vị trí Đội trưởng đội xe-v2.26-08-2025.pdf,[22] Trung Tâm Điều Hành,529.2025.QĐ-HCNS-Miễn nhiệm vị trí Đội trưởng đội xe-v2.26-08-2025.pdf,529.2025.QĐ-HCNS-Miễn nhiệm vị trí Đội trưởng đội xe-v2.26-08-2025.pdf,529,2025,2025-08-26,,,Hiệu lực,,Miễn nhiệm vị trí Đội trưởng đội xe-v2,,,,Tổ chức – Nhân sự,Quyết định,,Miễn nhiệm vị trí Đội trưởng đội xe-v2,HCNS,[22] TTĐH - Trung tâm Điều hành,ParsedFromFolder,High,,,,,Bản chuẩn,
data/[22] TTĐH - Trung tâm Điều hành/03. Tổ chức – Nhân sự/529.2025.QĐ-HCNS-Miễn nhiệm vị trí Đội trưởng đội xe.26-08-2025.docx,[22] Trung Tâm Điều Hành,529.2025.QĐ-HCNS-Miễn nhiệm vị trí Đội trưởng đội xe.26-08-2025.docx,529.2025.QĐ-HCNS-Miễn nhiệm vị trí Đội trưởng đội xe.26-08-2025.docx,529,2025,2025-08-26,,,Hiệu lực,,Miễn nhiệm vị trí Đội trưởng đội xe,,,,Tổ chức – Nhân sự,Quyết định,,Miễn nhiệm vị trí Đội trưởng đội xe,HCNS,[22] TTĐH - Trung tâm Điều hành,ParsedFromFolder,High,,,,,,
data/[22] TTĐH - Trung tâm Điều hành/03. Tổ chức – Nhân sự/529.2025.QĐ-HCNS-Miễn nhiệm vị trí Đội trưởng đội xe.26-08-2025.pdf,[22] Trung Tâm Điều Hành,529.2025.QĐ-HCNS-Miễn nhiệm vị trí Đội trưởng đội xe.26-08-2025.pdf,529.2025.QĐ-HCNS-Miễn nhiệm vị trí Đội trưởng đội xe.26-08-2025.pdf,529,2025,2025-08-26,,,Hiệu lực,,Miễn nhiệm vị trí Đội trưởng đội xe,,,,Tổ chức – Nhân sự,Quyết định,,Miễn nhiệm vị trí Đội trưởng đội xe,HCNS,[22] TTĐH - Trung tâm Điều hành,ParsedFromFolder,High,,,,,Bản sao,
data/[22] TTĐH - Trung tâm Điều hành/03. Tổ chức – Nhân sự/530.2025.QĐ-HCNS-Bổ nhiệm vị trí đội trưởng đội xe.26-08-2025.pdf,[22] Trung Tâm Điều Hành,530.2025.QĐ-HCNS-Bổ nhiệm vị trí đội trưởng đội xe.26-08-2025.pdf,530.2025.QĐ-HCNS-Bổ nhiệm vị trí đội trưởng đội xe.26-08-2025.pdf,530,2025,2025-08-26,,,Hiệu lực,,Bổ nhiệm vị trí đội trưởng đội xe,,,,Tổ chức – Nhân sự,Quyết định,,Bổ nhiệm vị trí đội trưởng đội xe,HCNS,[22] TTĐH - Trung tâm Điều hành,ParsedFromFolder,High,,,,,,
"data/[22] TTĐH - Trung tâm Điều hành/03. Tổ chức – Nhân sự/531.2025.QĐ-HCNS-Miễn nhiệm vị trí Trưởng bộ phận kho ,bãi , bốc xếp.26-08-2025.pdf",[22] Trung Tâm Điều Hành,"531.2025.QĐ-HCNS-Miễn nhiệm vị trí Trưởng bộ phận kho ,bãi , bốc xếp.26-08-2025.pdf","531.2025.QĐ-HCNS-Miễn nhiệm vị trí Trưởng bộ phận kho ,bãi , bốc xếp.26-08-2025.pdf",531,2025,2025-08-26,,,Hiệu lực,,"Miễn nhiệm vị trí Trưởng bộ phận kho ,bãi , bốc xếp",,,,Tổ chức – Nhân sự,Quyết định,,"Miễn nhiệm vị trí Trưởng bộ phận kho ,bãi , bốc xếp",HCNS,[22] TTĐH - Trung tâm Điều hành,ParsedFromFolder,High,,,,,Bản chuẩn,
"data/[22] TTĐH - Trung tâm Điều hành/03. Tổ chức – Nhân sự/531.2025.QĐ-HCNS-Miễn nhiệm vị trí Trưởng bộ phận kho, bãi, bốc xếp.26-08-2025.docx",[22] Trung Tâm Điều Hành,"531.2025.QĐ-HCNS-Miễn nhiệm vị trí Trưởng bộ phận kho, bãi, bốc xếp.26-08-2025.docx","531.2025.QĐ-HCNS-Miễn nhiệm vị trí Trưởng bộ phận kho, bãi, bốc xếp.26-08-2025.docx",531,2025,2025-08-26,,,Hiệu lực,,"Miễn nhiệm vị trí Trưởng bộ phận kho, bãi, bốc xếp",,,,Tổ chức – Nhân sự,Quyết định,,"Miễn nhiệm vị trí Trưởng bộ phận kho, bãi, bốc xếp",HCNS,[22] TTĐH - Trung tâm Điều hành,ParsedFromFolder,High,,,,,,
"data/[22] TTĐH - Trung tâm Điều hành/03. Tổ chức – Nhân sự/531.2025.QĐ-HCNS-Miễn nhiệm vị trí Trưởng bộ phận kho, bãi, bốc xếp.26-08-2025.pdf",[22] Trung Tâm Điều Hành,"531.2025.QĐ-HCNS-Miễn nhiệm vị trí Trưởng bộ phận kho, bãi, bốc xếp.26-08-2025.pdf","531.2025.QĐ-HCNS-Miễn nhiệm vị trí Trưởng bộ phận kho, bãi, bốc xếp.26-08-2025.pdf",531,2025,2025-08-26,,,Hiệu lực,,"Miễn nhiệm vị trí Trưởng bộ phận kho, bãi, bốc xếp",,,,Tổ chức – Nhân sự,Quyết định,,"Miễn nhiệm vị trí Trưởng bộ phận kho, bãi, bốc xếp",HCNS,[22] TTĐH - Trung tâm Điều hành,ParsedFromFolder,High,,,,,Bản sao,
"data/[22] TTĐH - Trung tâm Điều hành/03. Tổ chức – Nhân sự/532.2025.QĐ-HCNS-Bổ nhiệm vị trí Trưởng bộ phận kho ,bãi, bốc xếp.26-08-2025.pdf",[22] Trung Tâm Điều Hành,"532.2025.QĐ-HCNS-Bổ nhiệm vị trí Trưởng bộ phận kho ,bãi, bốc xếp.26-08-2025.pdf","532.2025.QĐ-HCNS-Bổ nhiệm vị trí Trưởng bộ phận kho ,bãi, bốc xếp.26-08-2025.pdf",532,2025,2025-08-26,,,Hiệu lực,,"Bổ nhiệm vị trí Trưởng bộ phận kho ,bãi, bốc xếp",,,,Tổ chức – Nhân sự,Quyết định,,"Bổ nhiệm vị trí Trưởng bộ phận kho ,bãi, bốc xếp",HCNS,[22] TTĐH - Trung tâm Điều hành,ParsedFromFolder,High,,,,,Bản chuẩn,
"data/[22] TTĐH - Trung tâm Điều hành/03. Tổ chức – Nhân sự/532.2025.QĐ-HCNS-Bổ nhiệm vị trí Trưởng bộ phận kho, bãi, bốc xếp.26-08-2025.pdf",[22] Trung Tâm Điều Hành,"532.2025.QĐ-HCNS-Bổ nhiệm vị trí Trưởng bộ phận kho, bãi, bốc xếp.26-08-2025.pdf","532.2025.QĐ-HCNS-Bổ nhiệm vị trí Trưởng bộ phận kho, bãi, bốc xếp.26-08-2025.pdf",532,2025,2025-08-26,,,Hiệu lực,,"Bổ nhiệm vị trí Trưởng bộ phận kho, bãi, bốc xếp",,,,Tổ chức – Nhân sự,Quyết định,,"Bổ nhiệm vị trí Trưởng bộ phận kho, bãi, bốc xếp",HCNS,[22] TTĐH - Trung tâm Điều hành,ParsedFromFolder,High,,,,,Bản sao,
data/[22] TTĐH - Trung tâm Điều hành/03. Tổ chức – Nhân sự/697.2025.QĐ-HCNS-Miễn nhiệm vị trí Phó phòng-Phòng Trung tâm điều hành.26-09-2025.docx,[22] Trung Tâm Điều Hành,697.2025.QĐ-HCNS-Miễn nhiệm vị trí Phó phòng-Phòng Trung tâm điều hành.26-09-2025.docx,697.2025.QĐ-HCNS-Miễn nhiệm vị trí Phó phòng-Phòng Trung tâm điều hành.26-09-2025.docx,697,2025,2025-09-26,,,Hiệu lực,,Miễn nhiệm vị trí Phó phòng-Phòng Trung tâm điều hành,,,,Tổ chức – Nhân sự,Quyết định,,Miễn nhiệm vị trí Phó phòng-Phòng Trung tâm điều hành,HCNS,[22] TTĐH - Trung tâm Điều hành,ParsedFromFolder,High,,,,,,
data/[22] TTĐH - Trung tâm Điều hành/03. Tổ chức – Nhân sự/697.2025.QĐ-HCNS-Miễn nhiệm vị trí Phó phòng-Phòng Trung tâm điều hành.26-09-2025.pdf,[22] Trung Tâm Điều Hành,697.2025.QĐ-HCNS-Miễn nhiệm vị trí Phó phòng-Phòng Trung tâm điều hành.26-09-2025.pdf,697.2025.QĐ-HCNS-Miễn nhiệm vị trí Phó phòng-Phòng Trung tâm điều hành.26-09-2025.pdf,697,2025,2025-09-26,,,Hiệu lực,,Miễn nhiệm vị trí Phó phòng-Phòng Trung tâm điều hành,,,,Tổ chức – Nhân sự,Quyết định,,Miễn nhiệm vị trí Phó phòng-Phòng Trung tâm điều hành,HCNS,[22] TTĐH - Trung tâm Điều hành,ParsedFromFolder,High,,,,,,
data/[22] TTĐH - Trung tâm Điều hành/03. Tổ chức – Nhân sự/698.2025.QĐ-HCNS-Miễn nhiệm vị trí Đội phó đội xe vận tải-Phòng Trung tâm điều hành.26-09-2025.pdf,[22] Trung Tâm Điều Hành,698.2025.QĐ-HCNS-Miễn nhiệm vị trí Đội phó đội xe vận tải-Phòng Trung tâm điều hành.26-09-2025.pdf,698.2025.QĐ-HCNS-Miễn nhiệm vị trí Đội phó đội xe vận tải-Phòng Trung tâm điều hành.26-09-2025.pdf,698,2025,2025-09-26,,,Hiệu lực,,Miễn nhiệm vị trí Đội phó đội xe vận tải-Phòng Trung tâm điều hành,,,,Tổ chức – Nhân sự,Quyết định,,Miễn nhiệm vị trí Đội phó đội xe vận tải-Phòng Trung tâm điều hành,HCNS,[22] TTĐH - Trung tâm Điều hành,ParsedFromFolder,High,,,,,,
data/[22] TTĐH - Trung tâm Điều hành/03. Tổ chức – Nhân sự/699.2025.QĐ-HCNS-Bổ nhiệm vị trí Đội phó đội xe vận tải-Phòng Trung tâm điều hành.26-09-2025.pdf,[22] Trung Tâm Điều Hành,699.2025.QĐ-HCNS-Bổ nhiệm vị trí Đội phó đội xe vận tải-Phòng Trung tâm điều hành.26-09-2025.pdf,699.2025.QĐ-HCNS-Bổ nhiệm vị trí Đội phó đội xe vận tải-Phòng Trung tâm điều hành.26-09-2025.pdf,699,2025,2025-09-26,,,Hiệu lực,,Bổ nhiệm vị trí Đội phó đội xe vận tải-Phòng Trung tâm điều hành,,,,Tổ chức – Nhân sự,Quyết định,,Bổ nhiệm vị trí Đội phó đội xe vận tải-Phòng Trung tâm điều hành,HCNS,[22] TTĐH - Trung tâm Điều hành,ParsedFromFolder,High,,,,,,
data/[22] TTĐH - Trung tâm Điều hành/03. Tổ chức – Nhân sự/700.2025.QĐ-HCNS-Bổ nhiệm vị trí Phó phòng-Phòng Trung tâm điều hành.26-09-2025.docx,[22] Trung Tâm Điều Hành,700.2025.QĐ-HCNS-Bổ nhiệm vị trí Phó phòng-Phòng Trung tâm điều hành.26-09-2025.docx,700.2025.QĐ-HCNS-Bổ nhiệm vị trí Phó phòng-Phòng Trung tâm điều hành.26-09-2025.docx,700,2025,2025-09-26,,,Hiệu lực,,Bổ nhiệm vị trí Phó phòng-Phòng Trung tâm điều hành,,,,Tổ chức – Nhân sự,Quyết định,,Bổ nhiệm vị trí Phó phòng-Phòng Trung tâm điều hành,HCNS,[22] TTĐH - Trung tâm Điều hành,ParsedFromFolder,High,,,,,,
data/[22] TTĐH - Trung tâm Điều hành/03. Tổ chức – Nhân sự/700.2025.QĐ-HCNS-Bổ nhiệm vị trí Phó phòng-Phòng Trung tâm điều hành.26-09-2025.pdf,[22] Trung Tâm Điều Hành,700.2025.QĐ-HCNS-Bổ nhiệm vị trí Phó phòng-Phòng Trung tâm điều hành.26-09-2025.pdf,700.2025.QĐ-HCNS-Bổ nhiệm vị trí Phó phòng-Phòng Trung tâm điều hành.26-09-2025.pdf,700,2025,2025-09-26,,,Hiệu lực,,Bổ nhiệm vị trí Phó phòng-Phòng Trung tâm điều hành,,,,Tổ chức – Nhân sự,Quyết định,,Bổ nhiệm vị trí Phó phòng-Phòng Trung tâm điều hành,HCNS,[22] TTĐH - Trung tâm Điều hành,ParsedFromFolder,High,,,,,,
data/[22] TTĐH - Trung tâm Điều hành/03. Tổ chức – Nhân sự/881.2026.QĐ-HCNS-Điều chuyển nhân sự-Phạm Hồng Cường.01-01-2026.pdf,[22] Trung Tâm Điều Hành,881.2026.QĐ-HCNS-Điều chuyển nhân sự-Phạm Hồng Cường.01-01-2026.pdf,881.2026.QĐ-HCNS-Điều chuyển nhân sự-Phạm Hồng Cường.01-01-2026.pdf,881,2026,2026-01-01,,,Hiệu lực,,Điều chuyển nhân sự-Phạm Hồng Cường,,,,Tổ chức – Nhân sự,Quyết định,,Điều chuyển nhân sự-Phạm Hồng Cường,HCNS,[22] TTĐH - Trung tâm Điều hành,ParsedFromFolder,High,,,,,,
data/[22] TTĐH - Trung tâm Điều hành/03. Tổ chức – Nhân sự/MTCV CN vận hành xe nâng.docx,[22] Trung Tâm Điều Hành,MTCV CN vận hành xe nâng.docx,MTCV CN vận hành xe nâng.docx,,,,,,Hiệu lực,,MTCV CN vận hành xe nâng,,,,Tổ chức – Nhân sự,Khác,,MTCV CN vận hành xe nâng,,[22] TTĐH - Trung tâm Điều hành,ParsedFromFolder,High,,,,,,
data/[22] TTĐH - Trung tâm Điều hành/03. Tổ chức – Nhân sự/MTCV CN đóng gói vận chuyển.docx,[22] Trung Tâm Điều Hành,MTCV CN đóng gói vận chuyển.docx,MTCV CN đóng gói vận chuyển.docx,,,,,,Hiệu lực,,MTCV CN đóng gói vận chuyển,,,,Tổ chức – Nhân sự,Khác,,MTCV CN đóng gói vận chuyển,,[22] TTĐH - Trung tâm Điều hành,ParsedFromFolder,High,,,,,,
data/[22] TTĐH - Trung tâm Điều hành/03. Tổ chức – Nhân sự/MTCV Nhân kế toán bán hàng và quản lý CCDC.docx,[22] Trung Tâm Điều Hành,MTCV Nhân kế toán bán hàng và quản lý CCDC.docx,MTCV Nhân kế toán bán hàng và quản lý CCDC.docx,,,,,,Hiệu lực,,MTCV Nhân kế toán bán hàng và quản lý CCDC,,,,Tổ chức – Nhân sự,Khác,,MTCV Nhân kế toán bán hàng và quản lý CCDC,,[22] TTĐH - Trung tâm Điều hành,ParsedFromFolder,High,,,,,,
data/[22] TTĐH - Trung tâm Điều hành/03. Tổ chức – Nhân sự/MTCV Nhân viên kho TP.docx,[22] Trung Tâm Điều Hành,MTCV Nhân viên kho TP.docx,MTCV Nhân viên kho TP.docx,,,,,,Hiệu lực,,MTCV Nhân viên kho TP,,,,Tổ chức – Nhân sự,Khác,,MTCV Nhân viên kho TP,,[22] TTĐH - Trung tâm Điều hành,ParsedFromFolder,High,,,,,,
data/[22] TTĐH - Trung tâm Điều hành/03. Tổ chức – Nhân sự/MTCV Nhân viên lái xe.docx,[22] Trung Tâm Điều Hành,MTCV Nhân viên lái xe.docx,MTCV Nhân viên lái xe.docx,,,,,,Hiệu lực,,MTCV Nhân viên lái xe,,,,Tổ chức – Nhân sự,Khác,,MTCV Nhân viên lái xe,,[22] TTĐH - Trung tâm Điều hành,ParsedFromFolder,High,,,,,,
data/[22] TTĐH - Trung tâm Điều hành/03. Tổ chức – Nhân sự/MTCV Nhân viên thống kế.docx,[22] Trung Tâm Điều Hành,MTCV Nhân viên thống kế.docx,MTCV Nhân viên thống kế.docx,,,,,,Hiệu lực,,MTCV Nhân viên thống kế,,,,Tổ chức – Nhân sự,Khác,,MTCV Nhân viên thống kế,,[22] TTĐH - Trung tâm Điều hành,ParsedFromFolder,High,,,,,,
data/[22] TTĐH - Trung tâm Điều hành/03. Tổ chức – Nhân sự/MTCV Nhân viên thủ kho.docx,[22] Trung Tâm Điều Hành,MTCV Nhân viên thủ kho.docx,MTCV Nhân viên thủ kho.docx,,,,,,Hiệu lực,,MTCV Nhân viên thủ kho,,,,Tổ chức – Nhân sự,Khác,,MTCV Nhân viên thủ kho,,[22] TTĐH - Trung tâm Điều hành,ParsedFromFolder,High,,,,,,
data/[22] TTĐH - Trung tâm Điều hành/03. Tổ chức – Nhân sự/MTCV Phó phòng ĐHTT.docx,[22] Trung Tâm Điều Hành,MTCV Phó phòng ĐHTT.docx,MTCV Phó phòng ĐHTT.docx,,,,,,Hiệu lực,,MTCV Phó phòng ĐHTT,,,,Tổ chức – Nhân sự,Khác,,MTCV Phó phòng ĐHTT,,[22] TTĐH - Trung tâm Điều hành,ParsedFromFolder,High,,,,,,
data/[22] TTĐH - Trung tâm Điều hành/03. Tổ chức – Nhân sự/MTCV Trưởng bộ phận sửa chữa.docx,[22] Trung Tâm Điều Hành,MTCV Trưởng bộ phận sửa chữa.docx,MTCV Trưởng bộ phận sửa chữa.docx,,,,,,Hiệu lực,,MTCV Trưởng bộ phận sửa chữa,,,,Tổ chức – Nhân sự,Khác,,MTCV Trưởng bộ phận sửa chữa,,[22] TTĐH - Trung tâm Điều hành,ParsedFromFolder,High,,,,,,
data/[22] TTĐH - Trung tâm Điều hành/03. Tổ chức – Nhân sự/MTCV Trưởng bộ phận xe tải.docx,[22] Trung Tâm Điều Hành,MTCV Trưởng bộ phận xe tải.docx,MTCV Trưởng bộ phận xe tải.docx,,,,,,Hiệu lực,,MTCV Trưởng bộ phận xe tải,,,,Tổ chức – Nhân sự,Khác,,MTCV Trưởng bộ phận xe tải,,[22] TTĐH - Trung tâm Điều hành,ParsedFromFolder,High,,,,,,
data/[22] TTĐH - Trung tâm Điều hành/03. Tổ chức – Nhân sự/MTCV Trưởng kế toán bán hàng quản lý CCDC.docx,[22] Trung Tâm Điều Hành,MTCV Trưởng kế toán bán hàng quản lý CCDC.docx,MTCV Trưởng kế toán bán hàng quản lý CCDC.docx,,,,,,Hiệu lực,,MTCV Trưởng kế toán bán hàng quản lý CCDC,,,,Tổ chức – Nhân sự,Khác,,MTCV Trưởng kế toán bán hàng quản lý CCDC,,[22] TTĐH - Trung tâm Điều hành,ParsedFromFolder,High,,,,,,
data/[22] TTĐH - Trung tâm Điều hành/03. Tổ chức – Nhân sự/MTCV Trưởng phòng ĐHTT.docx,[22] Trung Tâm Điều Hành,MTCV Trưởng phòng ĐHTT.docx,MTCV Trưởng phòng ĐHTT.docx,,,,,,Hiệu lực,,MTCV Trưởng phòng ĐHTT,,,,Tổ chức – Nhân sự,Khác,,MTCV Trưởng phòng ĐHTT,,[22] TTĐH - Trung tâm Điều hành,ParsedFromFolder,High,,,,,,
data/[22] TTĐH - Trung tâm Điều hành/03. Tổ chức – Nhân sự/MTCV Tổ trưởng tổ lái xe tảii.docx,[22] Trung Tâm Điều Hành,MTCV Tổ trưởng tổ lái xe tảii.docx,MTCV Tổ trưởng tổ lái xe tảii.docx,,,,,,Hiệu lực,,MTCV Tổ trưởng tổ lái xe tảii,,,,Tổ chức – Nhân sự,Khác,,MTCV Tổ trưởng tổ lái xe tảii,,[22] TTĐH - Trung tâm Điều hành,ParsedFromFolder,High,,,,,,
data/[22] TTĐH - Trung tâm Điều hành/03. Tổ chức – Nhân sự/MTCV Đội phó bộ phận xe tải.docx,[22] Trung Tâm Điều Hành,MTCV Đội phó bộ phận xe tải.docx,MTCV Đội phó bộ phận xe tải.docx,,,,,,Hiệu lực,,MTCV Đội phó bộ phận xe tải,,,,Tổ chức – Nhân sự,Khác,,MTCV Đội phó bộ phận xe tải,,[22] TTĐH - Trung tâm Điều hành,ParsedFromFolder,High,,,,,,
data/[22] TTĐH - Trung tâm Điều hành/03. Tổ chức – Nhân sự/MTCV Đội trưởng bộ phận xe tải.docx,[22] Trung Tâm Điều Hành,MTCV Đội trưởng bộ phận xe tải.docx,MTCV Đội trưởng bộ phận xe tải.docx,,,,,,Hiệu lực,,MTCV Đội trưởng bộ phận xe tải,,,,Tổ chức – Nhân sự,Khác,,MTCV Đội trưởng bộ phận xe tải,,[22] TTĐH - Trung tâm Điều hành,ParsedFromFolder,High,,,,,,
data/[22] TTĐH - Trung tâm Điều hành/03. Tổ chức – Nhân sự/MTCV-Bản mô tả công việc Phòng Trung tâm điều hành.pdf,[22] Trung Tâm Điều Hành,MTCV-Bản mô tả công việc Phòng Trung tâm điều hành.pdf,MTCV-Bản mô tả công việc Phòng Trung tâm điều hành.pdf,,,,,,Hiệu lực,,Bản mô tả công việc Phòng Trung tâm điều hành,,,,Tổ chức – Nhân sự,Khác,,Bản mô tả công việc Phòng Trung tâm điều hành,,[22] TTĐH - Trung tâm Điều hành,ParsedFromFolder,High,,,,,,
data/[24] PXĐM - Phân xưởng Sản xuất Đông Mai/03. Tổ chức – Nhân sự/05.2025.QĐ-HCNS-Bổ nhiệm nhân sự-bà Hoàng Thúy Giang.01-01-2025.pdf,[24] Phân Xưởng Sản Xuất Đông Mai,05.2025.QĐ-HCNS-Bổ nhiệm nhân sự-bà Hoàng Thúy Giang.01-01-2025.pdf,05.2025.QĐ-HCNS-Bổ nhiệm nhân sự-bà Hoàng Thúy Giang.01-01-2025.pdf,05,2025,2025-01-01,,,Hiệu lực,,Bổ nhiệm nhân sự-bà Hoàng Thúy Giang,,,,Tổ chức – Nhân sự,Quyết định,,Bổ nhiệm nhân sự-bà Hoàng Thúy Giang,HCNS,[24] PXĐM - Phân xưởng Sản xuất Đông Mai,ParsedFromFolder,High,,,,,,
data/[24] PXĐM - Phân xưởng Sản xuất Đông Mai/03. Tổ chức – Nhân sự/112.2026.QĐ-HCNS-Kiêm nhiệm chức danh Lê Phương Ly.21-01-2026.pdf,[24] Phân Xưởng Sản Xuất Đông Mai,112.2026.QĐ-HCNS-Kiêm nhiệm chức danh Lê Phương Ly.21-01-2026.pdf,112.2026.QĐ-HCNS-Kiêm nhiệm chức danh Lê Phương Ly.21-01-2026.pdf,112,2026,2026-01-21,,,Hiệu lực,,Kiêm nhiệm chức danh Lê Phương Ly,,,,Tổ chức – Nhân sự,Quyết định,,Kiêm nhiệm chức danh Lê Phương Ly,HCNS,[24] PXĐM - Phân xưởng Sản xuất Đông Mai,ParsedFromFolder,High,,,,,Bản chuẩn,
data/[24] PXĐM - Phân xưởng Sản xuất Đông Mai/03. Tổ chức – Nhân sự/112.2026.QĐ-HCNS-Kiêm nhiệm chức danh-Lê Phương Ly.21-01-2026.pdf,[24] Phân Xưởng Sản Xuất Đông Mai,112.2026.QĐ-HCNS-Kiêm nhiệm chức danh-Lê Phương Ly.21-01-2026.pdf,112.2026.QĐ-HCNS-Kiêm nhiệm chức danh-Lê Phương Ly.21-01-2026.pdf,112,2026,2026-01-21,,,Hiệu lực,,Kiêm nhiệm chức danh-Lê Phương Ly,,,,Tổ chức – Nhân sự,Quyết định,,Kiêm nhiệm chức danh-Lê Phương Ly,HCNS,[24] PXĐM - Phân xưởng Sản xuất Đông Mai,ParsedFromFolder,High,,,,,Bản sao,
"data/[24] PXĐM - Phân xưởng Sản xuất Đông Mai/03. Tổ chức – Nhân sự/183.2026.QĐ-HCNS-Bổ nhiện Tổ trưởng dây chuyền đóng gói bia hơi , bia tươi 20 lít.19-03-2026.pdf",[24] Phân Xưởng Sản Xuất Đông Mai,"183.2026.QĐ-HCNS-Bổ nhiện Tổ trưởng dây chuyền đóng gói bia hơi , bia tươi 20 lít.19-03-2026.pdf","183.2026.QĐ-HCNS-Bổ nhiện Tổ trưởng dây chuyền đóng gói bia hơi , bia tươi 20 lít.19-03-2026.pdf",183,2026,2026-03-19,,,Hiệu lực,,"Bổ nhiện Tổ trưởng dây chuyền đóng gói bia hơi , bia tươi 20 lít",,,,Tổ chức – Nhân sự,Quyết định,,"Bổ nhiện Tổ trưởng dây chuyền đóng gói bia hơi , bia tươi 20 lít",HCNS,[24] PXĐM - Phân xưởng Sản xuất Đông Mai,ParsedFromFolder,High,,,,,,
data/[24] PXĐM - Phân xưởng Sản xuất Đông Mai/03. Tổ chức – Nhân sự/232.2025.QĐ-HCNS-Miễn nhiệm vị trí Phó quản đốc phân xưởng sản xuất Bia Đông Mai.20-06-2025.pdf,[24] Phân Xưởng Sản Xuất Đông Mai,232.2025.QĐ-HCNS-Miễn nhiệm vị trí Phó quản đốc phân xưởng sản xuất Bia Đông Mai.20-06-2025.pdf,232.2025.QĐ-HCNS-Miễn nhiệm vị trí Phó quản đốc phân xưởng sản xuất Bia Đông Mai.20-06-2025.pdf,232,2025,2025-06-20,,,Hiệu lực,,Miễn nhiệm vị trí Phó quản đốc phân xưởng sản xuất Bia Đông Mai,,,,Tổ chức – Nhân sự,Quyết định,,Miễn nhiệm vị trí Phó quản đốc phân xưởng sản xuất Bia Đông Mai,HCNS,[24] PXĐM - Phân xưởng Sản xuất Đông Mai,ParsedFromFolder,High,,,,,,
